id,date,masthead,title,page,words,pollster,url
26708517,1950-06-10,"The Mercury (Hobart, Tas. : 1860 - 1954)",PARITY WITH STERLING WISH OF MOST,5,297,Gallup,https://trove.nla.gov.au/newspaper/article/26708517
229616938,1950-06-11,"The Sun (Sydney, NSW : 1910 - 1954)",GALLUP POLL Our £ should be revalued,36,132,Gallup,https://trove.nla.gov.au/newspaper/article/229616938
229614895,1950-06-13,"The Sun (Sydney, NSW : 1910 - 1954)",Poll opinion on future of Dutch N.G. Gallup Poll an exclusive Sun feature,19,453,Gallup,https://trove.nla.gov.au/newspaper/article/229614895
26709031,1950-06-13,"The Mercury (Hobart, Tas. : 1860 - 1954)","Gallup Poll On Dutch New Guinea KEEP INDONESIANS OUT, SAY NEARLY ALL AUSTRALIANS",5,429,Gallup,https://trove.nla.gov.au/newspaper/article/26709031
244120843,1950-06-13,"The Herald (Melbourne, Vic. : 1861 - 1954)",We Do Not Want Indonesia In NG,7,406,Gallup,https://trove.nla.gov.au/newspaper/article/244120843
44931877,1950-06-17,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Canberra Broadcasts Win Public Favor,5,289,Gallup,https://trove.nla.gov.au/newspaper/article/44931877
244118448,1950-06-17,"The Herald (Melbourne, Vic. : 1861 - 1954)",Blankets Are Welcome The Gallup Poll Exclusive To The Herald,10,195,Gallup,https://trove.nla.gov.au/newspaper/article/244118448
229613917,1950-06-18,"The Sun (Sydney, NSW : 1910 - 1954)",Many listened to Canberra,33,106,Gallup,https://trove.nla.gov.au/newspaper/article/229613917
84458414,1950-06-20,"The Daily News (Perth, WA : 1882 - 1955)","Stop smoking in cafes, people say",8,195,Gallup,https://trove.nla.gov.au/newspaper/article/84458414
44924660,1950-06-22,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Communism—Australians No. 1. Problem,4,226,Gallup,https://trove.nla.gov.au/newspaper/article/44924660
84456370,1950-06-22,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll Keeps Canberra on the air,12,302,Gallup,https://trove.nla.gov.au/newspaper/article/84456370
26710835,1950-06-22,"The Mercury (Hobart, Tas. : 1860 - 1954)",Gallup Poll Declares Communism Easily Nation's Biggest Problem,4,231,Gallup,https://trove.nla.gov.au/newspaper/article/26710835
244122742,1950-06-29,"The Herald (Melbourne, Vic. : 1861 - 1954)",GALLUP POLL Money Is Our Big Worry,7,340,Gallup,https://trove.nla.gov.au/newspaper/article/244122742
44930783,1950-06-29,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Money Is Big Worry Of Families,7,315,Gallup,https://trove.nla.gov.au/newspaper/article/44930783
26712129,1950-06-29,"The Mercury (Hobart, Tas. : 1860 - 1954)",MONEY IS AUSTRALIANS' BIGGEST WORRY,3,298,Gallup,https://trove.nla.gov.au/newspaper/article/26712129
229613349,1950-06-29,"The Sun (Sydney, NSW : 1910 - 1954)",Housing and money tasks for families,21,338,Gallup,https://trove.nla.gov.au/newspaper/article/229613349
44922918,1950-07-01,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Changed Name Favored For Immigration Policy,10,342,Gallup,https://trove.nla.gov.au/newspaper/article/44922918
84455738,1950-07-04,"The Daily News (Perth, WA : 1882 - 1955)","GALLUP POLL FINDS Money, money—it's our biggest worry",7,224,Gallup,https://trove.nla.gov.au/newspaper/article/84455738
244113424,1950-07-06,"The Herald (Melbourne, Vic. : 1861 - 1954)",The Gallup Poll Exclusive To The Herald,5,74,Gallup,https://trove.nla.gov.au/newspaper/article/244113424
44929827,1950-07-06,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Public Approval Of Mr. McKell,5,366,Gallup,https://trove.nla.gov.au/newspaper/article/44929827
84458098,1950-07-06,"The Daily News (Perth, WA : 1882 - 1955)",You want price control to go on. Gallup Poll,8,199,Gallup,https://trove.nla.gov.au/newspaper/article/84458098
49735166,1950-07-06,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",GALLUP POLL SHOWS: McKELL HAS WON PUBLIC APPROVAL,5,295,Gallup,https://trove.nla.gov.au/newspaper/article/49735166
44917464,1950-07-08,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Public Favors Helping U.S. In Korea,3,176,Gallup,https://trove.nla.gov.au/newspaper/article/44917464
84454570,1950-07-10,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll Mr. McKell has won public approval,6,269,Gallup,https://trove.nla.gov.au/newspaper/article/84454570
244121929,1950-07-12,"The Herald (Melbourne, Vic. : 1861 - 1954)",. . . Or Too Many?,6,108,Gallup,https://trove.nla.gov.au/newspaper/article/244121929
146168970,1950-07-12,"The Australian Worker (Sydney, NSW : 1913 - 1950)","THOSE ""GALLUP POLLS"" Clout from A.B.C. ""Ludicrous Failure in U.S.""",4,198,Gallup,https://trove.nla.gov.au/newspaper/article/146168970
76689431,1950-07-13,"The Charleville Times (Brisbane, Qld. : 1896 - 1954)",Gallup Poll On Migration,12,117,Gallup,https://trove.nla.gov.au/newspaper/article/76689431
84459477,1950-07-13,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL FINDS Public supports quick action in Korea,8,219,Gallup,https://trove.nla.gov.au/newspaper/article/84459477
44935448,1950-07-13,"The Advertiser (Adelaide, SA : 1931 - 1954)","Bitter Attack On Britain'S GALLUP POLL LONDON, July 12.",7,96,Gallup,https://trove.nla.gov.au/newspaper/article/44935448
244119479,1950-07-13,"The Herald (Melbourne, Vic. : 1861 - 1954)",The Gallup Poll Exclusive To The Herald Opinion Favors Volunteers To Malaya,2,136,Gallup,https://trove.nla.gov.au/newspaper/article/244119479
44926085,1950-07-15,"The Advertiser (Adelaide, SA : 1931 - 1954)","GALLUP POLL ""Onus Of Proof Should Be On Government""",4,340,Gallup,https://trove.nla.gov.au/newspaper/article/44926085
26715354,1950-07-15,"The Mercury (Hobart, Tas. : 1860 - 1954)",PUBLIC AGAINST ONUS OF PROOF CLAUSE,10,338,Gallup,https://trove.nla.gov.au/newspaper/article/26715354
229624033,1950-07-16,"The Sun (Sydney, NSW : 1910 - 1954)",Most want proof of guilt,35,316,Gallup,https://trove.nla.gov.au/newspaper/article/229624033
84473539,1950-07-18,"The Daily News (Perth, WA : 1882 - 1955)",Onus of proof should be on the Govt. Gallup Poll,9,313,Gallup,https://trove.nla.gov.au/newspaper/article/84473539
44915045,1950-07-19,"The Advertiser (Adelaide, SA : 1931 - 1954)",Gallup Poll Mooted At Burnside,3,230,Gallup,https://trove.nla.gov.au/newspaper/article/44915045
244116934,1950-07-20,"The Herald (Melbourne, Vic. : 1861 - 1954)",The Gallup Poll Exclusive To The Herald Lord Mayor 'Commands',7,129,Gallup,https://trove.nla.gov.au/newspaper/article/244116934
44928160,1950-07-22,"The Advertiser (Adelaide, SA : 1931 - 1954)","GALLUP POLL Page Medicine Plan ""Not Impressive""",4,355,Gallup,https://trove.nla.gov.au/newspaper/article/44928160
26716738,1950-07-22,"The Mercury (Hobart, Tas. : 1860 - 1954)",MEDICINE PLAN HAS NOT IMPRESSED [?]GALLUP POLL SHOWS,13,339,Gallup,https://trove.nla.gov.au/newspaper/article/26716738
244117302,1950-07-22,"The Herald (Melbourne, Vic. : 1861 - 1954)","Page Medicine Plan Hasn't ""Caught On"" GALLUP POLL SHOWS",11,348,Gallup,https://trove.nla.gov.au/newspaper/article/244117302
84473445,1950-07-25,"The Daily News (Perth, WA : 1882 - 1955)",Parents pick their child's job Gallup Poll,6,318,Gallup,https://trove.nla.gov.au/newspaper/article/84473445
244120391,1950-07-27,"The Herald (Melbourne, Vic. : 1861 - 1954)",Gallup Poll Finds HOUSING POSITION SLIGHTLY BETTER,14,283,Gallup,https://trove.nla.gov.au/newspaper/article/244120391
44938335,1950-07-27,"The Advertiser (Adelaide, SA : 1931 - 1954)","GALLUP POLL ""Slight Improvement In Housing Position""",4,282,Gallup,https://trove.nla.gov.au/newspaper/article/44938335
229622495,1950-07-27,"The Sun (Sydney, NSW : 1910 - 1954)",Housing in capital cities has improved,28,282,Gallup,https://trove.nla.gov.au/newspaper/article/229622495
84474287,1950-07-28,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL Volunteers for Malaya?,7,138,Gallup,https://trove.nla.gov.au/newspaper/article/84474287
49723389,1950-07-29,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",Gallup Poll Saturday shop want,5,201,Gallup,https://trove.nla.gov.au/newspaper/article/49723389
244123393,1950-07-29,"The Herald (Melbourne, Vic. : 1861 - 1954)",The Gallup Poll Exclusive To The Herald Pensioner Gives For Children,5,98,Gallup,https://trove.nla.gov.au/newspaper/article/244123393
178607919,1950-07-29,"Sporting Globe (Melbourne, Vic. : 1922 - 1954)",ANECDOTES FROM THE CRICKET PITCH,2,534,Gallup,https://trove.nla.gov.au/newspaper/article/178607919
229619397,1950-07-30,"The Sun (Sydney, NSW : 1910 - 1954)",GALLUP POLL Big majority want shops to open on Saturdays,34,274,Gallup,https://trove.nla.gov.au/newspaper/article/229619397
44919658,1950-07-31,"The Advertiser (Adelaide, SA : 1931 - 1954)","Gallup Poll ""Shopping On Saturday Must Continue""",4,276,Gallup,https://trove.nla.gov.au/newspaper/article/44919658
84475211,1950-08-01,"The Daily News (Perth, WA : 1882 - 1955)",Housing's slightly better... Gallup poll,6,294,Gallup,https://trove.nla.gov.au/newspaper/article/84475211
49740751,1950-08-05,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",Gallup Poll shows One tax popular,5,234,Gallup,https://trove.nla.gov.au/newspaper/article/49740751
84474624,1950-08-05,"The Daily News (Perth, WA : 1882 - 1955)",Page medicine plan considered 'inadequate' Gallup Poll,8,320,Gallup,https://trove.nla.gov.au/newspaper/article/84474624
244255907,1950-08-05,"The Herald (Melbourne, Vic. : 1861 - 1954)",State Uniformity On Taxes Popular GALLUP POLL SHOWS,12,320,Gallup,https://trove.nla.gov.au/newspaper/article/244255907
71419493,1950-08-07,"Worker (Brisbane, Qld. : 1890 - 1955)","Gallup Poll Lines Up With People On ""Onus Of Proof""",8,284,Gallup,https://trove.nla.gov.au/newspaper/article/71419493
49722993,1950-08-10,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",GALLUP POLL MOST LIKE TAX RATES,5,197,Gallup,https://trove.nla.gov.au/newspaper/article/49722993
44916355,1950-08-10,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL 'Present Tax Rates Satisfy Majority',5,240,Gallup,https://trove.nla.gov.au/newspaper/article/44916355
84469662,1950-08-10,"The Daily News (Perth, WA : 1882 - 1955)",We favour uniform state tax Gallup Poll,11,257,Gallup,https://trove.nla.gov.au/newspaper/article/84469662
230929514,1950-08-10,"The Sun (Sydney, NSW : 1910 - 1954)",Majority satisfied with taxes,29,241,Gallup,https://trove.nla.gov.au/newspaper/article/230929514
26720381,1950-08-10,"The Mercury (Hobart, Tas. : 1860 - 1954)",MAJORITY SATISFIED WITH TAX RATES,11,228,Gallup,https://trove.nla.gov.au/newspaper/article/26720381
244255436,1950-08-11,"The Herald (Melbourne, Vic. : 1861 - 1954)",Present Tax Mates Satisfy Majority,7,248,Gallup,https://trove.nla.gov.au/newspaper/article/244255436
44927832,1950-08-12,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL State Uniformity On Taxes Popular,7,326,Gallup,https://trove.nla.gov.au/newspaper/article/44927832
44928610,1950-08-14,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Prices Referendum Results Uncertain,7,290,Gallup,https://trove.nla.gov.au/newspaper/article/44928610
52783238,1950-08-15,"Examiner (Launceston, Tas. : 1900 - 1954)",Sewerage Poll At Deloraine,7,414,Saulwick,https://trove.nla.gov.au/newspaper/article/52783238
84472576,1950-08-15,"The Daily News (Perth, WA : 1882 - 1955)",Most are satisfied with fax Gallup Poll,6,243,Gallup,https://trove.nla.gov.au/newspaper/article/84472576
230930787,1950-08-16,"The Sun (Sydney, NSW : 1910 - 1954)",Polls light on prices referendum Gallup poll an exclusive Sun feature,23,251,Gallup,https://trove.nla.gov.au/newspaper/article/230930787
249777649,1950-08-17,"Labor Call (Melbourne, Vic. : 1906 - 1953)",REVELATIONS OF A GALLUP POLL,8,450,Gallup,https://trove.nla.gov.au/newspaper/article/249777649
44924762,1950-08-17,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Public Opinion Against Nationalisation,5,284,Gallup,https://trove.nla.gov.au/newspaper/article/44924762
230926995,1950-08-17,"The Sun (Sydney, NSW : 1910 - 1954)",Public don't want State ownership Gallup poll an exclusive Sun feature,29,286,Gallup,https://trove.nla.gov.au/newspaper/article/230926995
148310605,1950-08-18,"Westralian Worker (Perth, WA : 1900 - 1951)","Gallup Poll Lines Up With People On ""Onus Of Proof"".",1,286,Gallup,https://trove.nla.gov.au/newspaper/article/148310605
244259273,1950-08-19,"The Herald (Melbourne, Vic. : 1861 - 1954)",Gallup Poll On World War,2,76,Gallup,https://trove.nla.gov.au/newspaper/article/244259273
44915393,1950-08-19,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Uncertainty About Senate Referendum,8,373,Gallup,https://trove.nla.gov.au/newspaper/article/44915393
84468700,1950-08-19,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll Most want to halt nationalisation,6,306,Gallup,https://trove.nla.gov.au/newspaper/article/84468700
26722310,1950-08-19,"The Mercury (Hobart, Tas. : 1860 - 1954)",Gallup Poll Indicates SENATE PLEBISCITE MIGHT BE LOST,14,355,Gallup,https://trove.nla.gov.au/newspaper/article/26722310
283403805,1950-08-19,Bundaberg News-Mail (Qld. : 1942 - 1961),GALLUP POLL Sanitary Contract Discussion,5,589,Gallup,https://trove.nla.gov.au/newspaper/article/283403805
84469151,1950-08-24,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll Prices vote results uncertain,10,321,Gallup,https://trove.nla.gov.au/newspaper/article/84469151
44915609,1950-08-24,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Australian Attitude On Korean Situation,3,870,Morgan,https://trove.nla.gov.au/newspaper/article/44915609
244253358,1950-08-24,"The Herald (Melbourne, Vic. : 1861 - 1954)",Public Backs Govt. on Korea GALLUP POLL SHOWS,13,747,Gallup,https://trove.nla.gov.au/newspaper/article/244253358
230932827,1950-08-25,"The Sun (Sydney, NSW : 1910 - 1954)",Gallup Poll shows what we think of the Korean war This is war,14,1068,Morgan,https://trove.nla.gov.au/newspaper/article/230932827
49741995,1950-08-25,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)","""Troops for Korea"" has won Nation's approval",2,806,Gallup,https://trove.nla.gov.au/newspaper/article/49741995
279694656,1950-08-26,"The Sun News-Pictorial (Melbourne, Vic. : 1922 - 1954; 1956)",War views,5,86,Gallup,https://trove.nla.gov.au/newspaper/article/279694656
44919953,1950-08-31,"The Advertiser (Adelaide, SA : 1931 - 1954)","GALLUP POLL ""Anti-Communist Bill Should Poss""",6,395,Gallup,https://trove.nla.gov.au/newspaper/article/44919953
26724615,1950-08-31,"The Mercury (Hobart, Tas. : 1860 - 1954)",Gallup Poll On Red Bill MOST SATISFIED WITH NEW ONUS OF PROOF CLAUSE,10,415,Gallup,https://trove.nla.gov.au/newspaper/article/26724615
230932193,1950-08-31,"The Sun (Sydney, NSW : 1910 - 1954)","Anti-Red bill should pass, is opinion of 2 out of 3 Gallup Poll an exclusive Sun feature",30,460,Gallup,https://trove.nla.gov.au/newspaper/article/230932193
45677574,1950-09-02,"The Advertiser (Adelaide, SA : 1931 - 1954)","GALLUP POLL ""Onus Of Proof Clause Could Kill Labor""",4,419,Morgan,https://trove.nla.gov.au/newspaper/article/45677574
244258579,1950-09-02,"The Herald (Melbourne, Vic. : 1861 - 1954)",GALLUP POLL SHOWS Labor Out Of Step On Anti-Red Bill,5,437,Gallup,https://trove.nla.gov.au/newspaper/article/244258579
26725079,1950-09-02,"The Mercury (Hobart, Tas. : 1860 - 1954)",Onus Of Proof Issue DISSOLUTION COULD CRIPPLE LABOUR,10,411,Gallup,https://trove.nla.gov.au/newspaper/article/26725079
230470035,1950-09-04,"The Sun (Sydney, NSW : 1910 - 1954)",Editorial POLLS WARN THE LABOR PARTY,3,263,Gallup,https://trove.nla.gov.au/newspaper/article/230470035
84481887,1950-09-05,"The Daily News (Perth, WA : 1882 - 1955)",Support for Govt. on onus of proof Gallup Poll,6,365,Gallup,https://trove.nla.gov.au/newspaper/article/84481887
45662626,1950-09-06,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Big Majority In Favor Of Camp Training,5,235,Gallup,https://trove.nla.gov.au/newspaper/article/45662626
146171073,1950-09-06,"The Australian Worker (Sydney, NSW : 1913 - 1950)","""The Sun"" Discovers Gallup Poll ""Twins"" How Liberal Party Members Did and Didn't Endorse Labor's Vote on Red Bill REVERSING THE ONUS ON PUBLIC SURVEY POLLS",7,1034,Gallup,https://trove.nla.gov.au/newspaper/article/146171073
230469444,1950-09-07,"The Sun (Sydney, NSW : 1910 - 1954)",9 out of 10 favor three month camp for trainees Gallup Poll an exclusive Sun feature,30,252,Gallup,https://trove.nla.gov.au/newspaper/article/230469444
244260581,1950-09-07,"The Herald (Melbourne, Vic. : 1861 - 1954)",MILITARY TRAINING 9 Out' Of 10 Electors Favor 3 Months Camp The Gallup Poll Exclusive To The Herald,5,240,Gallup,https://trove.nla.gov.au/newspaper/article/244260581
50047245,1950-09-08,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",Gallup poll shows CALL-UP BACKED BY 9 TO 1,7,173,Gallup,https://trove.nla.gov.au/newspaper/article/50047245
84481037,1950-09-09,"The Daily News (Perth, WA : 1882 - 1955)",We Want Saturday Shopping to go on Gallup Poll,5,289,Gallup,https://trove.nla.gov.au/newspaper/article/84481037
56956840,1950-09-12,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",SEWERAGE POLL,5,46,Saulwick,https://trove.nla.gov.au/newspaper/article/56956840
146167100,1950-09-13,"The Australian Worker (Sydney, NSW : 1913 - 1950)",STILL BELIEVES IN SANTA CLAUS Sun's Logic on Conscription ANOTHER GALLUP POLL COMEDY,6,855,Gallup,https://trove.nla.gov.au/newspaper/article/146167100
50032795,1950-09-13,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",Americans' habits Only half can swim,1,150,Gallup,https://trove.nla.gov.au/newspaper/article/50032795
45661740,1950-09-13,"The Advertiser (Adelaide, SA : 1931 - 1954)","Cables In Brief NEW YORK, September 12.",8,654,Gallup,https://trove.nla.gov.au/newspaper/article/45661740
75567592,1950-09-14,"The Central Queensland Herald (Rockhampton, Qld. : 1930 - 1956)",SEWERAGE POLL,4,46,Saulwick,https://trove.nla.gov.au/newspaper/article/75567592
249778629,1950-09-14,"Labor Call (Melbourne, Vic. : 1906 - 1953)",Paper twisted on its Gallup Poll,3,916,Gallup,https://trove.nla.gov.au/newspaper/article/249778629
45659509,1950-09-14,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Leading Citizen Preferred As Governor,4,224,Gallup,https://trove.nla.gov.au/newspaper/article/45659509
84480143,1950-09-14,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll Nine in 10 favour three-months' camps,8,254,Gallup,https://trove.nla.gov.au/newspaper/article/84480143
230475201,1950-09-14,"The Sun (Sydney, NSW : 1910 - 1954)",Noted citizen wanted as next G.G. Gallup Poll an exclusive Sun feature,30,236,Gallup,https://trove.nla.gov.au/newspaper/article/230475201
50049191,1950-09-16,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",GALLUP POLL FINDS ON RELIGION 1 in 4 churchgoers,5,252,Gallup,https://trove.nla.gov.au/newspaper/article/50049191
45685530,1950-09-16,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL One In Every Four Goes To Church Weekly,4,277,Gallup,https://trove.nla.gov.au/newspaper/article/45685530
244263278,1950-09-16,"The Herald (Melbourne, Vic. : 1861 - 1954)",One In Four Go To Church Weekly,19,301,Gallup,https://trove.nla.gov.au/newspaper/article/244263278
230473081,1950-09-17,"The Sun (Sydney, NSW : 1910 - 1954)",One in four goes to church each Sunday,21,247,Gallup,https://trove.nla.gov.au/newspaper/article/230473081
244264382,1950-09-18,"The Herald (Melbourne, Vic. : 1861 - 1954)",MOST AMERICANS FAVOR KOREA PEACE MOVE,2,117,Gallup,https://trove.nla.gov.au/newspaper/article/244264382
45667564,1950-09-19,"The Advertiser (Adelaide, SA : 1931 - 1954)",Gallup Poll Americans Favor U.N. Committee To End War,13,119,Gallup,https://trove.nla.gov.au/newspaper/article/45667564
230472057,1950-09-19,"The Sun (Sydney, NSW : 1910 - 1954)",AMERICANS FAVOR U.N. COMMITTEE TO BRING END TO WAR IN KOREA,8,115,Gallup,https://trove.nla.gov.au/newspaper/article/230472057
50036892,1950-09-19,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",Prefer shop hours to be from 9 to 6,5,173,Gallup,https://trove.nla.gov.au/newspaper/article/50036892
84486416,1950-09-21,"The Daily News (Perth, WA : 1882 - 1955)",GALLUP POLL FINDS... Citizen wanted for big job,10,234,Gallup,https://trove.nla.gov.au/newspaper/article/84486416
45685190,1950-09-21,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL New Shopping Hours If 5-Day Week Comes,12,193,Gallup,https://trove.nla.gov.au/newspaper/article/45685190
230472334,1950-09-21,"The Sun (Sydney, NSW : 1910 - 1954)",Most favor nine to six shop hours,21,186,Gallup,https://trove.nla.gov.au/newspaper/article/230472334
167731403,1950-09-22,"Southern Cross (Adelaide, SA : 1889 - 1954)",Catholics in Gallup Poll,11,86,Gallup,https://trove.nla.gov.au/newspaper/article/167731403
45672602,1950-09-23,"The Advertiser (Adelaide, SA : 1931 - 1954)","""No Atom Bomb In Korea""",4,167,Gallup,https://trove.nla.gov.au/newspaper/article/45672602
244251994,1950-09-23,"The Herald (Melbourne, Vic. : 1861 - 1954)","USA, AUSTRALIA DON'T WAIVT BOMB ON KOREA",12,162,Gallup,https://trove.nla.gov.au/newspaper/article/244251994
50040344,1950-09-23,"The Courier-Mail (Brisbane, Qld. : 1933 - 1954)",AGREE ON ATOM No bomb in Korea,4,154,Gallup,https://trove.nla.gov.au/newspaper/article/50040344
26729328,1950-09-23,"The Mercury (Hobart, Tas. : 1860 - 1954)",NO ATOM BOMB IN KOREA,13,150,Gallup,https://trove.nla.gov.au/newspaper/article/26729328
84481392,1950-09-26,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll We're scarcely regular at church,7,326,Gallup,https://trove.nla.gov.au/newspaper/article/84481392
45676612,1950-09-28,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Canadians-Dutch Cold' On Korea,10,192,Gallup,https://trove.nla.gov.au/newspaper/article/45676612
240652072,1950-09-29,"The Workers Star (Perth, WA : 1936 - 1951)",Oar Alfie,4,26,Gallup,https://trove.nla.gov.au/newspaper/article/240652072
209398363,1950-09-29,"Tribune (Sydney, NSW : 1939 - 1991)",Our Alfie,4,26,Gallup,https://trove.nla.gov.au/newspaper/article/209398363
45678365,1950-09-30,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Uncertainly On Outcome Of War In Korea,18,240,Gallup,https://trove.nla.gov.au/newspaper/article/45678365
291395030,1950-10-02,"Semper Floreat (Brisbane, Qld. : 1948 - 1968)",GALLOP POLL HOW DO YOU FEEL?,4,209,Gallup,https://trove.nla.gov.au/newspaper/article/291395030
45684054,1950-10-03,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Menzies Govt. Satisfies Most People,14,271,Gallup,https://trove.nla.gov.au/newspaper/article/45684054
84479807,1950-10-04,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll 9 to 6 shopping preferred for 5-day week,12,205,Gallup,https://trove.nla.gov.au/newspaper/article/84479807
45661599,1950-10-05,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Federal Price Control Wanted,6,301,Gallup,https://trove.nla.gov.au/newspaper/article/45661599
244339319,1950-10-05,"The Herald (Melbourne, Vic. : 1861 - 1954)",Federal Price Control Wanted,5,310,Gallup,https://trove.nla.gov.au/newspaper/article/244339319
26731791,1950-10-05,"The Mercury (Hobart, Tas. : 1860 - 1954)",VOTERS WANT FEDERAL PRICE CONTROL,20,289,Gallup,https://trove.nla.gov.au/newspaper/article/26731791
229627882,1950-10-05,"The Sun (Sydney, NSW : 1910 - 1954)",Most want Federal Govt. price control,15,311,Gallup,https://trove.nla.gov.au/newspaper/article/229627882
262179680,1950-10-06,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",More Pro-Nazi Now Than in 1945 [?]deutsche Are Worst Of All,1,1010,Gallup,https://trove.nla.gov.au/newspaper/article/262179680
261718330,1950-10-06,"The Sydney Jewish News (Sydney, N.S.W : 1939 - 1954)",Germans More Pro-Nazi Now Than in 1945 Volksdeutsche Are Worst Of All,1,1189,Gallup,https://trove.nla.gov.au/newspaper/article/261718330
244345413,1950-10-07,"The Herald (Melbourne, Vic. : 1861 - 1954)","America Not Prepared, Says Poll",11,122,Gallup,https://trove.nla.gov.au/newspaper/article/244345413
82922889,1950-10-07,"The Daily News (Perth, WA : 1882 - 1955)",Menzies is all right by most Gallup Poll,10,252,Gallup,https://trove.nla.gov.au/newspaper/article/82922889
155613904,1950-10-07,"The Methodist (Sydney, NSW : 1892 - 1954)",NOTES AND COMMENTS DISCONCERTING FIGURES,3,809,Gallup,https://trove.nla.gov.au/newspaper/article/155613904
45659614,1950-10-07,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL State Upper Houses Not Wanted,14,284,Gallup,https://trove.nla.gov.au/newspaper/article/45659614
82926808,1950-10-10,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll Federal price control wanted,6,318,Gallup,https://trove.nla.gov.au/newspaper/article/82926808
45666698,1950-10-12,"The Advertiser (Adelaide, SA : 1931 - 1954)","GALLUP POLL Let West Germany Re-arm, Public Says",4,175,Gallup,https://trove.nla.gov.au/newspaper/article/45666698
244348294,1950-10-12,"The Herald (Melbourne, Vic. : 1861 - 1954)",The Gallup Poll Exclusive To The Herald Light Test In St. Kilda-rd,7,117,Gallup,https://trove.nla.gov.au/newspaper/article/244348294
244344110,1950-10-13,"The Herald (Melbourne, Vic. : 1861 - 1954)","LET WEST GERMANY RE-ARM, PUBLIC SAYS",9,188,Gallup,https://trove.nla.gov.au/newspaper/article/244344110
45670314,1950-10-14,"The Advertiser (Adelaide, SA : 1931 - 1954)",GALLUP POLL Australians Divided On A-Bombing Of Moscow,16,198,Gallup,https://trove.nla.gov.au/newspaper/article/45670314
104340793,1950-10-16,Goulburn Evening Post (NSW : 1940 - 1954),FORCE REDS' SURRENDER,1,38,Gallup,https://trove.nla.gov.au/newspaper/article/104340793
82922522,1950-10-16,"The Daily News (Perth, WA : 1882 - 1955)",Even saints like a soft seat,6,128,Gallup,https://trove.nla.gov.au/newspaper/article/82922522
45685827,1950-10-17,"The Advertiser (Adelaide, SA : 1931 - 1954)","Gallup Poll ""Let Germans Compete""",9,230,Gallup,https://trove.nla.gov.au/newspaper/article/45685827
82927413,1950-10-19,"The Daily News (Perth, WA : 1882 - 1955)",Gallup Poll Is Korea a forerunner?,8,219,Gallup,https://trove.nla.gov.au/newspaper/article/82927413
157871057,1950-10-20,The Newcastle Sun (NSW : 1918 - 1954),U.S. Opinions On Stalin-Truman Talk,4,73,Gallup,https://trove.nla.gov.au/newspaper/article/157871057
