year,month,articles,figures
1926,9,4774,3
1926,10,2930,2
1926,11,3009,2
1926,12,2667,2
1927,1,2451,1
1927,2,3003,1
1927,3,5285,4
1927,4,4952,4
1927,5,3232,3
1927,6,2991,4
1927,7,2812,2
1927,8,3793,4
1927,9,4164,5
1927,10,4966,6
1927,11,2938,4
1927,12,2462,6
1928,1,2264,1
1928,2,2847,2
1928,3,3463,1
1928,4,3434,8
1928,5,4344,10
1928,6,3599,9
1928,7,2924,0
1928,8,4730,9
1928,9,4594,8
1928,10,4413,7
1928,11,8654,20
1928,12,4157,12
1929,1,2704,0
1929,2,2886,1
1929,3,2944,1
1929,4,3474,0
1929,5,4516,7
1929,6,3210,2
1929,7,2946,0
1929,8,3479,0
1929,9,3899,14
1929,10,7634,17
1929,11,3820,2
1929,12,3028,8
1930,1,2893,0
1930,2,2789,3
1930,3,4166,3
1930,4,4790,16
1930,5,3121,4
1930,6,2206,0
1930,7,2707,5
1930,8,2890,1
1930,9,3326,7
1930,10,4661,7
1930,11,2928,6
1930,12,1956,1
1931,1,2050,2
1931,2,2296,0
1931,3,2800,11
1931,4,2690,1
1931,5,3209,23
1931,6,2605,11
1931,7,2388,1
1931,8,2385,1
1931,9,2203,2
1931,10,3360,4
1931,11,3593,3
1931,12,8534,28
1932,1,3746,20
1932,2,2385,8
1932,3,2515,3
1932,4,3190,5
1932,5,4707,7
1932,6,5918,33
1932,7,2469,3
1932,8,2383,0
1932,9,2212,3
1932,10,2175,2
1932,11,2623,1
1932,12,2203,7
1933,1,2249,1
1933,2,2243,1
1933,3,3341,13
1933,4,4412,5
1933,5,3772,14
1933,6,2596,33
1933,7,2168,0
1933,8,2350,2
1933,9,2281,5
1933,10,2079,0
1933,11,3026,13
1933,12,2283,8
1934,1,1909,1
1934,2,2033,4
1934,3,2647,1
1934,4,2442,5
1934,5,3083,5
1934,6,3303,16
1934,7,3551,2
1934,8,4494,6
1934,9,7300,91
1934,10,3682,78
1934,11,3491,4
1934,12,2769,6
1935,1,2596,5
1935,2,2854,5
1935,3,3465,2
1935,4,3862,5
1935,5,5057,16
1935,6,2696,6
1935,7,2518,11
1935,8,3275,4
1935,9,2288,4
1935,10,2803,5
1935,11,3511,6
1935,12,2272,7
1936,1,2271,0
1936,2,3074,4
1936,3,3410,8
1936,4,3707,10
1936,5,2835,2
1936,6,2393,8
1936,7,2506,3
1936,8,2892,3
1936,9,2860,8
1936,10,3086,4
1936,11,2989,4
1936,12,2442,26
1937,1,2353,5
1937,2,3876,25
1937,3,4171,5
1937,4,3164,7
1937,5,2819,9
1937,6,2600,12
1937,7,3139,12
1937,8,2850,11
1937,9,4054,11
1937,10,7319,49
1937,11,4921,57
1937,12,3578,17
1938,1,2500,8
1938,2,2672,4
1938,3,5506,12
1938,4,4398,22
1938,5,2773,11
1938,6,2613,3
1938,7,2595,5
1938,8,3320,8
1938,9,3328,5
1938,10,3836,23
1938,11,3063,20
1938,12,2523,7
1939,1,1899,1
1939,2,2158,2
1939,3,3811,11
1939,4,3407,13
1939,5,3215,20
1939,6,2512,14
1939,7,2344,3
1939,8,2850,18
1939,9,2520,2
1939,10,2110,7
1939,11,1845,4
1939,12,1524,4
1940,1,1489,0
1940,2,2065,1
1940,3,2877,11
1940,4,2355,11
1940,5,2362,5
1940,6,1883,2
1940,7,1985,2
1940,8,3226,12
1940,9,5635,37
1940,10,3268,30
1940,11,2396,5
1940,12,1732,4
1941,1,1749,9
1941,2,1813,9
1941,3,2887,7
1941,4,2695,12
1941,5,3284,15
1941,6,1652,10
1941,7,2123,22
1941,8,2368,26
1941,9,1936,47
1941,10,2059,40
1941,11,2445,36
1941,12,2221,41
1942,1,1093,35
1942,2,1057,38
1942,3,1189,28
1942,4,1239,18
1942,5,1633,19
1942,6,1728,20
1942,7,1333,19
1942,8,1182,32
1942,9,1171,28
1942,10,1316,20
1942,11,1240,22
1942,12,1013,27
1943,1,1190,9
1943,2,1075,15
1943,3,1440,16
1943,4,1577,19
1943,5,1618,26
1943,6,1966,46
1943,7,2285,25
1943,8,5242,56
1943,9,2779,75
1943,10,1353,19
1943,11,1568,20
1943,12,1143,14
1944,1,1045,18
1944,2,1290,15
1944,3,1709,12
1944,4,2487,21
1944,5,2700,30
1944,6,2012,22
1944,7,1738,18
1944,8,3494,40
1944,9,1559,10
1944,10,1463,23
1944,11,2551,56
1944,12,1816,38
1945,1,1114,13
1945,2,1231,12
1945,3,1513,14
1945,4,1490,13
1945,5,1572,12
1945,6,1579,9
1945,7,2104,27
1945,8,1892,15
1945,9,1503,17
1945,10,1961,14
1945,11,2438,26
1945,12,1503,19
1946,1,1503,20
1946,2,1931,26
1946,3,2671,10
1946,4,3200,24
1946,5,2654,19
1946,6,2328,28
1946,7,2338,18
1946,8,2878,29
1946,9,4784,52
1946,10,3992,48
1946,11,3106,37
1946,12,1870,15
1947,1,2443,22
1947,2,2763,24
1947,3,3786,29
1947,4,3605,18
1947,5,3571,60
1947,6,1904,14
1947,7,2097,15
1947,8,2314,15
1947,9,2334,46
1947,10,3038,37
1947,11,3831,53
1947,12,2674,18
1948,1,1808,23
1948,2,2010,16
1948,3,2075,10
1948,4,2836,17
1948,5,3105,16
1948,6,2388,23
1948,7,2296,17
1948,8,2473,24
1948,9,2105,14
1948,10,2222,29
1948,11,2443,48
1948,12,2017,15
1949,1,1864,21
1949,2,2168,19
1949,3,2853,28
1949,4,2778,18
1949,5,2677,17
1949,6,2693,11
1949,7,2084,12
1949,8,2460,18
1949,9,2439,16
1949,10,2472,14
1949,11,3607,18
1949,12,5546,70
1950,1,2679,20
1950,2,3432,63
1950,3,3820,39
1950,4,3038,16
1950,5,3753,27
1950,6,4046,28
1950,7,2054,26
1950,8,2160,22
1950,9,2445,16
1950,10,2522,12
1950,11,2940,25
1950,12,2548,8
1951,1,1739,13
1951,2,1820,16
1951,3,3171,33
1951,4,4541,47
1951,5,3294,34
1951,6,2126,17
1951,7,2426,10
1951,8,2702,16
1951,9,3569,40
1951,10,2620,30
1951,11,2047,11
1951,12,1636,8
1952,1,1483,6
1952,2,1496,7
1952,3,2378,15
1952,4,2944,9
1952,5,2793,21
1952,6,2620,22
1952,7,2226,12
1952,8,2074,12
1952,9,2308,10
1952,10,2674,17
1952,11,2691,31
1952,12,2510,25
1953,1,2508,13
1953,2,3691,13
1953,3,3183,17
1953,4,2826,14
1953,5,3695,47
1953,6,1907,41
1953,7,2431,15
1953,8,2663,20
1953,9,2635,22
1953,10,2668,19
1953,11,3216,27
1953,12,3485,80
1954,1,1866,23
1954,2,1923,12
1954,3,2496,13
1954,4,2686,11
1954,5,4381,40
1954,6,3161,43
1954,7,2214,10
1954,8,2349,13
1954,9,2443,13
1954,10,2706,9
1954,11,2816,25
1954,12,1853,27
1955,1,390,1
1955,2,380,2
1955,3,569,3
1955,4,643,4
1955,5,754,6
1955,6,588,4
1955,7,474,2
1955,8,528,6
1955,9,492,1
1955,10,550,4
1955,11,628,3
1955,12,787,3
1956,1,260,4
1956,2,315,2
1956,3,442,5
1956,4,367,2
1956,5,415,4
1956,6,327,0
1956,7,284,4
1956,8,383,0
1956,9,300,2
1956,10,324,2
1956,11,356,0
1956,12,256,3
1957,1,220,0
1957,2,195,1
1957,3,273,1
1957,4,271,0
1957,5,356,0
1957,6,255,0
1957,7,466,0
1957,8,580,6
1957,9,276,4
1957,10,264,0
1957,11,191,2
1957,12,165,1
1958,1,226,1
1958,2,259,1
1958,3,356,3
1958,4,433,2
1958,5,480,3
1958,6,312,2
1958,7,300,1
1958,8,294,1
1958,9,320,17
1958,10,412,11
1958,11,698,11
1958,12,314,3
1959,1,187,0
1959,2,239,0
1959,3,344,1
1959,4,309,1
1959,5,267,3
1959,6,228,0
1959,7,252,0
1959,8,270,1
1959,9,277,5
1959,10,368,13
1959,11,260,0
1959,12,281,5
1960,1,206,6
1960,2,249,1
1960,3,301,4
1960,4,307,3
1960,5,397,4
1960,6,291,3
1960,7,285,4
1960,8,290,3
1960,9,231,1
1960,10,254,2
1960,11,325,8
1960,12,261,1
1961,1,233,1
1961,2,248,0
1961,3,410,3
1961,4,408,1
1961,5,411,2
1961,6,384,2
1961,7,336,7
1961,8,365,3
1961,9,288,5
1961,10,305,1
1961,11,442,1
1961,12,630,10
1962,1,245,6
1962,2,291,0
1962,3,443,1
1962,4,268,3
1962,5,317,3
1962,6,277,3
1962,7,273,5
1962,8,424,4
1962,9,339,1
1962,10,367,6
1962,11,403,3
1962,12,230,1
1963,1,205,5
1963,2,301,1
1963,3,326,3
1963,4,340,2
1963,5,558,5
1963,6,431,10
1963,7,274,0
1963,8,340,3
1963,9,258,0
1963,10,436,2
1963,11,591,5
1963,12,370,12
1964,1,268,1
1964,2,350,0
1964,3,420,2
1964,4,458,0
1964,5,440,3
1964,6,302,3
1964,7,275,3
1964,8,287,4
1964,9,336,8
1964,10,417,0
1964,11,315,8
1964,12,432,8
1965,1,219,1
1965,2,229,1
1965,3,337,2
1965,4,259,2
1965,5,281,1
1965,6,159,3
1965,7,229,2
1965,8,237,2
1965,9,271,1
1965,10,263,0
1965,11,376,1
1965,12,345,6
1966,1,145,1
1966,2,134,1
1966,3,145,5
1966,4,158,3
1966,5,141,0
1966,6,143,3
1966,7,104,2
1966,8,128,2
1966,9,167,1
1966,10,148,0
1966,11,294,8
1966,12,161,3
1967,1,110,1
1967,2,120,1
1967,3,163,2
1967,4,146,1
1967,5,156,3
1967,6,116,1
1967,7,115,2
1967,8,152,1
1967,9,177,5
1967,10,134,2
1967,11,197,5
1967,12,100,0
1968,1,102,3
1968,2,142,1
1968,3,168,1
1968,4,101,3
1968,5,98,1
1968,6,128,3
1968,7,127,2
1968,8,147,3
1968,9,144,2
1968,10,152,2
1968,11,192,2
1968,12,143,5
1969,1,80,1
1969,2,111,1
1969,3,122,0
1969,4,132,2
1969,5,186,5
1969,6,137,3
1969,7,147,1
1969,8,142,1
1969,9,162,3
1969,10,426,9
1969,11,236,3
1969,12,107,1
1970,1,122,1
1970,2,130,0
1970,3,120,1
1970,4,130,1
1970,5,210,2
1970,6,196,7
1970,7,135,2
1970,8,114,1
1970,9,126,2
1970,10,144,4
1970,11,179,0
1970,12,116,3
1971,1,100,0
1971,2,171,1
1971,3,175,1
1971,4,178,1
1971,5,123,1
1971,6,122,3
1971,7,146,2
1971,8,141,1
1971,9,196,4
1971,10,170,3
1971,11,119,2
1971,12,146,2
1972,1,99,0
1972,2,277,1
1972,3,226,7
1972,4,178,0
1972,5,142,5
1972,6,150,2
1972,7,116,1
1972,8,153,2
1972,9,153,4
1972,10,168,4
1972,11,291,6
1972,12,192,6
1973,1,106,1
1973,2,147,3
1973,3,192,1
1973,4,137,1
1973,5,156,0
1973,6,148,1
1973,7,150,5
1973,8,171,4
1973,9,157,3
1973,10,191,4
1973,11,242,5
1973,12,189,2
1974,1,127,4
1974,2,205,8
1974,3,193,3
1974,4,256,5
1974,5,405,17
1974,6,147,1
1974,7,153,3
1974,8,171,1
1974,9,272,3
1974,10,215,5
1974,11,145,0
1974,12,99,1
1975,1,86,0
1975,2,130,0
1975,3,130,3
1975,4,126,3
1975,5,117,0
1975,6,139,2
1975,7,151,3
1975,8,116,0
1975,9,129,3
1975,10,190,2
1975,11,199,7
1975,12,289,6
1976,1,159,3
1976,2,187,3
1976,3,184,2
1976,4,213,4
1976,5,156,0
1976,6,155,2
1976,7,157,1
1976,8,130,0
1976,9,157,0
1976,10,166,0
1976,11,168,1
1976,12,164,2
1977,1,139,2
1977,2,181,1
1977,3,184,2
1977,4,176,1
1977,5,253,2
1977,6,239,3
1977,7,161,2
1977,8,189,2
1977,9,234,1
1977,10,210,1
1977,11,228,4
1977,12,232,5
1978,1,113,2
1978,2,133,2
1978,3,140,4
1978,4,185,0
1978,5,165,2
1978,6,188,4
1978,7,146,2
1978,8,131,2
1978,9,180,3
1978,10,170,3
1978,11,167,4
1978,12,126,3
1979,1,91,1
1979,2,126,2
1979,3,170,1
1979,4,167,4
1979,5,209,10
1979,6,149,2
1979,7,158,1
1979,8,187,3
1979,9,195,2
1979,10,194,2
1979,11,200,2
1979,12,112,1
1980,1,159,1
1980,2,176,3
1980,3,186,4
1980,4,131,1
1980,5,160,1
1980,6,172,4
1980,7,132,3
1980,8,147,1
1980,9,225,3
1980,10,391,22
1980,11,194,5
1980,12,126,0
1981,1,141,6
1981,2,152,1
1981,3,144,5
1981,4,169,14
1981,5,162,10
1981,6,165,6
1981,7,126,2
1981,8,112,1
1981,9,194,2
1981,10,172,6
1981,11,120,6
1981,12,108,2
1982,1,105,2
1982,2,122,3
1982,3,169,4
1982,4,134,3
1982,5,142,1
1982,6,135,6
1982,7,155,4
1982,8,135,1
1982,9,191,4
1982,10,182,3
1982,11,144,3
1982,12,101,2
1983,1,104,3
1983,2,254,8
1983,3,263,13
1983,4,110,1
1983,5,129,8
1983,6,113,2
1983,7,122,7
1983,8,158,0
1983,9,160,3
1983,10,172,2
1983,11,141,1
1983,12,104,4
1984,1,100,2
1984,2,150,1
1984,3,198,3
1984,4,163,2
1984,5,160,7
1984,6,159,3
1984,7,178,10
1984,8,174,2
1984,9,161,4
1984,10,193,1
1984,11,293,10
1984,12,176,2
1985,1,100,3
1985,2,128,3
1985,3,128,2
1985,4,140,4
1985,5,147,3
1985,6,120,2
1985,7,150,5
1985,8,171,7
1985,9,178,4
1985,10,161,2
1985,11,153,5
1985,12,130,2
1986,1,126,2
1986,2,153,1
1986,3,151,0
1986,4,166,5
1986,5,147,2
1986,6,130,1
1986,7,99,2
1986,8,131,3
1986,9,124,5
1986,10,155,5
1986,11,133,7
1986,12,110,4
1987,1,116,1
1987,2,149,5
1987,3,158,5
1987,4,161,3
1987,5,202,11
1987,6,207,4
1987,7,271,7
1987,8,140,1
1987,9,173,0
1987,10,151,3
1987,11,101,3
1987,12,117,1
1988,1,123,6
1988,2,171,6
1988,3,198,8
1988,4,154,1
1988,5,135,3
1988,6,130,3
1988,7,176,5
1988,8,217,5
1988,9,229,2
1988,10,230,3
1988,11,211,10
1988,12,141,2
1989,1,150,5
1989,2,211,5
1989,3,271,4
1989,4,207,4
1989,5,220,8
1989,6,162,2
1989,7,187,5
1989,8,221,9
1989,9,238,8
1989,10,182,3
1989,11,281,19
1989,12,164,9
1990,1,150,2
1990,2,194,15
1990,3,419,16
1990,4,155,3
1990,5,151,4
1990,6,167,1
1990,7,146,2
1990,8,134,6
1990,9,157,4
1990,10,189,5
1990,11,213,9
1990,12,148,2
1991,1,134,0
1991,2,161,3
1991,3,204,7
1991,4,159,4
1991,5,230,13
1991,6,172,7
1991,7,139,2
1991,8,132,5
1991,9,171,4
1991,10,168,4
1991,11,162,4
1991,12,172,11
1992,1,196,19
1992,2,248,10
1992,3,191,7
1992,4,192,8
1992,5,209,3
1992,6,195,2
1992,7,206,8
1992,8,311,9
1992,9,253,5
1992,10,247,7
1992,11,237,3
1992,12,208,6
1993,1,165,7
1993,2,301,10
1993,3,355,10
1993,4,205,7
1993,5,168,2
1993,6,152,7
1993,7,176,2
1993,8,140,4
1993,9,167,2
1993,10,187,3
1993,11,166,4
1993,12,198,4
1994,1,159,1
1994,2,143,0
1994,3,185,7
1994,4,203,4
1994,5,165,1
1994,6,131,6
1994,7,172,4
1994,8,160,6
1994,9,200,9
1994,10,178,4
1994,11,154,6
1994,12,147,4
1995,1,194,4
1995,2,239,10
1995,3,249,3
1995,4,185,5
1995,5,184,2
1995,6,170,6
1995,7,196,1
1995,8,209,6
1995,9,210,6
1995,10,207,8
1995,11,179,10
1995,12,172,3
1996,1,49,0
1996,2,120,0
1996,3,66,3
1996,4,34,0
1996,5,69,1
1996,6,39,2
1996,7,44,0
1996,8,56,0
1996,9,68,0
1996,10,60,1
1996,11,44,1
1996,12,35,0
1997,1,42,2
1997,2,39,0
1997,3,57,0
1997,4,53,0
1997,5,56,0
1997,6,36,0
1997,7,56,0
1997,8,51,1
1997,9,55,0
1997,10,71,1
1997,11,42,0
1997,12,26,0
1998,1,56,0
1998,2,45,0
1998,3,44,0
1998,4,30,0
1998,5,54,0
1998,6,52,0
1998,7,76,1
1998,8,63,0
1998,9,118,2
1998,10,98,2
1998,11,40,3
1998,12,32,0
1999,1,46,1
1999,2,36,2
1999,3,55,0
1999,4,47,1
1999,5,54,0
1999,6,35,0
1999,7,66,1
1999,8,51,0
1999,9,137,4
1999,10,107,1
1999,11,45,1
1999,12,45,0
2000,1,24,0
2000,2,27,0
2000,3,45,1
2000,4,26,0
2000,5,30,0
2000,6,26,0
2000,7,32,0
2000,8,47,0
2000,9,47,0
2000,10,32,0
2000,11,23,1
2000,12,36,1
2001,1,30,2
2001,2,40,3
2001,3,27,0
2001,4,17,0
2001,5,37,2
2001,6,30,0
2001,7,29,0
2001,8,61,0
2001,9,54,1
2001,10,70,1
2001,11,48,0
2001,12,24,1
2002,1,16,0
2002,2,34,1
2002,3,38,1
2002,4,13,0
2002,5,26,0
2002,6,15,0
2002,7,26,1
2002,8,33,0
2002,9,47,0
2002,10,40,0
2002,11,48,0
2002,12,25,1
2003,1,29,0
2003,2,22,0
2003,3,15,0
2003,4,14,0
2003,5,7,0
2003,6,4,0
2003,7,12,0
2003,8,6,0
2003,9,11,2
2003,10,19,0
2003,11,36,0
2003,12,19,0
2004,1,16,0
2004,2,24,0
2004,3,42,1
2004,4,21,0
2004,5,23,1
2004,6,22,0
2004,7,27,0
2004,8,30,0
2004,9,74,4
2004,10,54,3
2004,11,14,0
2004,12,24,1
2005,1,6,0
2005,2,9,0
2005,3,12,0
2005,4,9,1
2005,5,9,0
2005,6,18,0
2005,7,17,0
2005,8,6,0
2005,9,20,0
2005,10,6,0
2005,11,14,1
2005,12,15,0
2006,1,20,0
2006,2,19,0
2006,3,40,1
2006,4,12,0
2006,5,11,0
2006,6,10,0
2006,7,10,0
2006,8,17,0
2006,9,24,1
2006,10,17,0
2006,11,19,0
2006,12,11,0
2007,1,20,0
2007,2,16,0
2007,3,40,1
2007,4,25,0
2007,5,32,1
2007,6,24,0
2007,7,28,0
2007,8,67,0
2007,9,34,1
2007,10,56,1
2007,11,91,6
2007,12,30,1
2008,1,10,0
2008,2,19,0
2008,3,16,1
2008,4,14,0
2008,5,22,1
2008,6,15,0
2008,7,13,1
2008,8,27,0
2008,9,35,0
2008,10,31,2
2008,11,18,0
2008,12,20,0
2009,1,6,0
2009,2,4,0
2009,3,12,0
2009,4,7,0
2009,5,10,0
2009,6,28,0
2009,7,20,0
2009,8,12,0
2009,9,15,0
2009,10,6,0
2009,11,10,0
2009,12,11,0
2010,1,6,0
2010,2,19,0
2010,3,19,0
2010,4,9,0
2010,5,9,0
2010,6,31,0
2010,7,21,0
2010,8,29,0
2010,9,23,0
2010,10,15,0
2010,11,11,0
2010,12,14,0
2011,1,2,0
2011,2,2,0
2011,3,6,0
2011,4,3,0
2011,5,2,0
2011,6,1,0
2011,7,2,1
2011,8,4,0
2011,9,6,0
2011,10,5,0
2011,11,4,0
2011,12,3,0
2012,1,3,0
2012,2,5,0
2012,3,10,0
2012,4,5,1
2012,5,10,0
2012,6,7,0
2012,7,11,0
2012,8,11,0
2012,9,13,0
2012,10,9,1
2012,11,4,0
2012,12,3,0
2013,1,2,0
2013,2,1,0
2013,3,3,0
2013,4,2,0
2013,5,2,0
2013,6,2,0
2013,7,7,2
2013,8,9,2
2013,9,9,0
2013,10,2,0
2013,11,0,0
2013,12,0,0
2014,1,2,0
2014,2,2,0
2014,3,2,0
2014,4,2,0
2014,5,1,0
2014,6,1,0
2014,7,1,0
2014,8,0,0
2014,9,4,0
2014,10,2,0
2014,11,1,0
2014,12,3,0
2015,1,8,1
2015,2,0,0
2015,3,3,0
2015,4,4,0
2015,5,1,0
2015,6,2,0
2015,7,2,0
2015,8,3,0
2015,9,0,0
2015,10,1,0
2015,11,2,0
2015,12,0,0
2016,1,0,0
2016,2,0,0
2016,3,1,0
2016,4,0,0
2016,5,0,0
2016,6,0,0
2016,7,4,0
2016,8,3,0
2016,9,0,0
2016,10,5,0
2016,11,1,0
2016,12,0,0
2017,1,1,0
2017,2,1,0
2017,3,0,0
2017,4,0,0
2017,5,0,0
2017,6,0,0
2017,7,2,0
2017,8,3,0
2017,9,0,0
2017,10,0,0
2017,11,0,0
2017,12,1,0
2018,1,0,0
2018,2,0,0
2018,3,0,0
2018,4,0,0
2018,5,0,0
2018,6,0,0
2018,7,0,0
2018,8,1,0
2018,9,0,0
2018,10,1,0
2018,11,0,0
2018,12,0,0
2019,1,0,0
2019,2,0,0
2019,3,0,0
2019,4,0,0
2019,5,5,0
2019,6,0,0
2019,7,0,0
2019,8,0,0
2019,9,0,0
2019,10,0,0
2019,11,0,0
2019,12,0,0
2020,1,0,0
2020,2,0,0
2020,3,1,0
2020,4,0,0
2020,5,0,0
2020,6,0,0
2020,7,0,0
2020,8,0,0
2020,9,0,0
2020,10,0,0
2020,11,0,0
2020,12,0,0
2021,1,0,0
2021,2,0,0
2021,3,0,0
2021,4,1,0
2021,5,0,0
2021,6,0,0
2021,7,0,0
2021,8,0,0
2021,9,0,0
2021,10,0,0
2021,11,0,0
2021,12,0,0
2022,1,0,0
2022,2,0,0
2022,3,1,0
2022,4,0,0
2022,5,0,0
2022,6,0,0
2022,7,0,0
2022,8,0,0
2022,9,1,0
2022,10,0,0
2022,11,0,0
2022,12,0,0
2023,1,0,0
2023,2,0,0
2023,3,0,0
2023,4,0,0
2023,5,0,0
2023,6,0,0
2023,7,0,0
2023,8,0,0
2023,9,0,0
2023,10,0,0
2023,11,0,0
2023,12,0,0
2024,1,0,0
2024,2,0,0
2024,3,0,0
2024,4,0,0
2024,5,0,0
2024,6,0,0
2024,7,0,0
2024,8,0,0
2024,9,0,0
2024,10,0,0
2024,11,0,0
2024,12,0,0
2025,1,0,0
2025,2,1,0
2025,3,0,0
2025,4,0,0
2025,5,0,0
2025,6,0,0
2025,7,0,0
2025,8,1,0
2025,9,3,0
2025,10,0,0
2025,11,0,0
2025,12,0,0
